SM65,raw/Run5_2017-06-22_FC633/SM-L_3-29_S29_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-29_S29_R2_001.fastq.gz
SM65_b,raw/Run5_2017-06-22_FC633/SM-L_3-29_S29_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-29_S29_R2_001.fastq.gz
SM65_c,raw/Run_7_2018_12/SM65_1.fq.gz,raw/Run_7_2018_12/SM65_2.fq.gz
SM66,raw/Run5_2017-06-22_FC633/SM-L_3-1_S1_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-1_S1_R2_001.fastq.gz
SM67,raw/Run5_2017-06-22_FC633/SM-L_3-47_S47_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-47_S47_R2_001.fastq.gz
SM67_b,raw/Run_7_2018_12/SM67_1.fq.gz,raw/Run_7_2018_12/SM67_2.fq.gz
SM69,raw/Run_7_2018_12/SM69_1.fq.gz,raw/Run_7_2018_12/SM69_2.fq.gz
SM70,raw/Run_7_2018_12/SM70_1.fq.gz,raw/Run_7_2018_12/SM70_2.fq.gz
SM72,raw/Run5_2017-06-22_FC633/SM-L_3-20_S20_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-20_S20_R2_001.fastq.gz
SM74,raw/Run5_2017-06-22_FC633/SM-L_3-42_S42_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-42_S42_R2_001.fastq.gz
SM76,raw/Run5_2017-06-22_FC633/SM-L_3-28_S28_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-28_S28_R2_001.fastq.gz
SM76_b,raw/Run_6_2018_7/SM76_R1.fq.gz,raw/Run_6_2018_7/SM76_R2.fq.gz
SM77,raw/Run5_2017-06-22_FC633/SM-L_3-2_S2_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-2_S2_R2_001.fastq.gz
SM78,raw/Run5_2017-06-22_FC633/SM-L_3-21_S21_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-21_S21_R2_001.fastq.gz
SM79,raw/Run_7_2018_12/SM79_1.fq.gz,raw/Run_7_2018_12/SM79_2.fq.gz
SM80,raw/Run_7_2018_12/SM80_1.fq.gz,raw/Run_7_2018_12/SM80_2.fq.gz
SM81,raw/Run5_2017-06-22_FC633/SM-L_3-22_S22_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-22_S22_R2_001.fastq.gz
SM84,raw/Run4_2017-05-12_FC617/flowcell617_lane1_pair1_CTTGTA.fastq.gz,raw/Run4_2017-05-12_FC617/flowcell617_lane1_pair2_CTTGTA.fastq.gz
SM87,raw/Run5_2017-06-22_FC633/SM-L_3-39_S39_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-39_S39_R2_001.fastq.gz
SM87_b,raw/Run_6_2018_7/SM87_R1.fq.gz,raw/Run_6_2018_7/SM87_R2.fq.gz
SM9,raw/Run1_2016-07-26/flowcell493_lane1_pair1_TAGCTT.fastq.gz,raw/Run1_2016-07-26/flowcell493_lane1_pair2_TAGCTT.fastq.gz
SM91,raw/Run2_2016-10-26/flowcell548_lane1_pair1_GGCTAC.fastq.gz,raw/Run2_2016-10-26/flowcell548_lane1_pair2_GGCTAC.fastq.gz
SM92,raw/Run5_2017-06-22_FC633/SM-L_3-12_S12_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-12_S12_R2_001.fastq.gz
SM92_b,raw/Run_6_2018_7/SM92_R1.fq.gz,raw/Run_6_2018_7/SM92_R2.fq.gz
SM97,raw/Run5_2017-06-22_FC633/SM-L_3-26_S26_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-26_S26_R2_001.fastq.gz
SM98,raw/Run_6_2018_7/SM98_R1.fq.gz,raw/Run_6_2018_7/SM98_R2.fq.gz
SM99,raw/Run5_2017-06-22_FC633/SM-L_3-24_S24_R1_001.fastq.gz,raw/Run5_2017-06-22_FC633/SM-L_3-24_S24_R2_001.fastq.gz
